amount,known_device,trusted_beneficiary,normal_location,new_beneficiary,unusual_time,new_device,first_time_beneficiary,rapid_transactions,is_senior,risk_level
2860.0318787830224,1,0,1,0,1,0,1,1,0,2
74.59210023960519,1,1,1,0,1,0,0,0,0,0
2214.9662531211657,0,0,1,1,1,1,1,1,0,2
51.832697449298315,1,1,1,1,1,0,0,0,0,0
4195.244091356808,0,1,0,0,0,0,1,0,0,2
48.78752534738666,1,1,1,1,0,0,0,0,0,0
55.14509480597313,1,1,1,0,0,0,0,0,0,0
30.494429560787992,1,1,1,1,1,0,0,0,1,0
1379.10953781427,0,1,0,1,0,0,0,0,1,2
723.196317266317,0,1,1,1,1,0,0,0,1,1
75.04401157721877,1,1,1,1,1,0,0,0,0,0
64.07061412925944,1,1,1,0,0,0,0,0,0,0
2092.659492690347,0,0,0,1,0,0,1,0,0,2
34.82883643243263,1,1,1,1,1,0,0,0,0,0
1946.0882038914829,1,0,1,1,1,1,1,0,1,2
409.6897876267629,0,1,0,0,1,0,0,0,0,1
49.758905510318016,1,1,1,0,0,0,0,0,0,0
938.2225304858133,1,0,1,0,0,1,0,0,0,1
91.40493935537498,1,1,1,0,1,0,0,0,0,0
488.53268079077714,1,0,1,0,1,1,0,0,1,1
15.856317330409738,1,1,1,1,1,0,0,0,1,0
97.51612347072263,1,1,1,0,1,0,0,0,1,0
3812.938392110729,1,1,0,0,0,0,0,0,0,2
92.80931445382629,1,1,1,1,1,0,0,0,1,0
131.4989571375871,1,1,1,1,0,1,0,0,1,1
2518.2783185994176,0,1,0,0,0,0,1,0,1,2
95.41265455292795,1,1,1,0,1,0,0,0,0,0
3711.6349798599804,1,0,1,0,0,1,1,0,1,2
18.18638530509806,1,1,1,0,1,0,0,0,1,0
199.451216104921,0,0,1,1,1,0,0,0,1,1
905.9681083427434,0,0,1,1,1,1,0,0,0,1
857.1775163497316,0,0,1,0,1,0,0,0,1,1
37.107994151824734,1,1,1,0,1,0,0,0,0,0
35.35101236004386,1,1,1,0,1,0,0,0,1,0
89.79653192716353,1,1,1,1,0,0,0,0,1,0
3914.571470314354,1,0,1,0,1,1,1,1,1,2
2243.48736016872,1,0,1,1,0,0,0,0,1,2
1680.2078711077081,0,1,0,0,0,0,1,0,0,2
2497.2628899931306,1,1,1,1,1,1,0,1,0,2
2521.1471904856758,0,0,1,1,0,1,1,0,1,2
76.18445231525044,1,1,1,1,1,0,0,0,0,0
44.369460451845065,1,1,1,1,1,0,0,0,1,0
749.0222682391392,0,0,1,1,0,1,0,0,0,1
4218.448757984353,0,0,0,1,0,1,0,0,1,2
3822.462794853279,1,1,0,1,0,1,0,1,0,2
4351.850319722591,1,1,1,0,0,1,0,0,0,2
1174.3678733730744,1,1,1,1,1,0,0,0,0,2
4.28617860410638,1,1,1,0,1,0,0,0,1,0
271.64552770427076,1,1,1,0,0,1,0,0,1,1
603.9677324312588,0,0,1,0,1,1,0,0,0,1
3132.114689175759,1,1,0,0,0,0,1,0,0,2
694.3477962442096,1,0,0,1,0,0,0,0,0,1
96.95228392548515,1,1,1,0,1,0,0,0,1,0
18.388019408031273,1,1,1,0,0,0,0,0,0,0
3715.7182893538065,1,0,1,0,1,0,0,1,1,2
1378.2529554601192,1,1,0,1,1,1,0,1,1,2
74.61544868522498,1,1,1,0,1,0,0,0,1,0
540.1156423119348,1,1,0,0,0,0,0,0,0,1
466.6920874895294,0,1,1,1,0,1,0,0,0,1
148.96911497516015,1,0,1,0,0,1,0,0,1,1
80.33257532303806,1,1,1,0,0,0,0,0,0,0
3781.5171822385955,0,0,1,0,0,1,1,0,1,2
491.4857612534166,0,0,1,1,1,0,0,0,1,1
1481.1631708169118,1,0,1,1,0,1,1,1,0,2
56.84918911738902,1,1,1,0,1,0,0,0,0,0
93.28911973865465,1,1,1,1,0,0,0,0,1,0
595.9282174121413,1,1,1,1,1,1,0,0,0,1
2531.168523765654,1,1,1,0,0,0,0,1,0,2
483.4901385827742,0,1,0,1,1,0,0,0,1,1
2621.3047774594725,1,0,0,0,0,0,1,0,1,2
652.1434946667816,1,1,1,1,0,1,0,0,1,1
22.061438429566792,1,1,1,0,0,0,0,0,1,0
899.4769726939348,1,1,0,1,1,0,0,0,0,1
57.51683508806012,1,1,1,1,1,0,0,0,0,0
256.1832276749951,0,1,1,1,0,1,0,0,0,1
3922.354816864171,1,1,0,1,1,0,1,0,1,2
42.13327705875999,1,1,1,1,1,0,0,0,0,0
242.73820525423807,0,1,1,0,0,1,0,0,0,1
7.127576982798883,1,1,1,1,1,0,0,0,0,0
61.11468920170741,1,1,1,0,0,0,0,0,1,0
474.9686651074704,0,0,1,1,1,0,0,0,1,1
2038.4586422462871,1,1,0,1,1,1,0,1,0,2
1444.3167474334766,1,0,1,0,1,1,0,1,1,2
52.22781727943542,1,1,1,0,1,0,0,0,0,0
981.200952770322,0,0,1,1,1,1,0,0,0,1
94.6413222035836,1,1,1,0,1,0,0,0,1,0
2185.2555906667912,0,1,1,1,1,1,1,0,0,2
53.85553970773377,1,1,1,0,0,0,0,0,0,0
1948.2592337617111,1,1,1,1,1,1,1,0,0,2
654.9290542641218,0,0,0,1,1,0,0,0,0,1
93.99078265082666,1,1,1,1,0,0,0,0,0,0
2935.178094285724,0,1,1,0,0,1,0,0,0,2
948.035056292705,1,0,1,1,1,1,0,0,0,1
127.38008295395582,0,1,1,0,1,1,0,0,0,1
35.7529714487961,1,1,1,1,0,0,0,0,1,0
37.36179877249106,1,1,1,1,0,0,0,0,1,0
185.01134614184724,0,0,1,0,1,1,0,0,0,1
794.7029316927291,0,1,1,1,1,1,0,0,1,1
933.4732121082269,0,0,1,0,1,1,0,0,1,1
153.57357718464021,1,1,1,1,0,1,0,0,1,1
3941.940268470801,0,0,0,1,0,1,1,0,0,2
234.33570728992558,1,1,1,0,0,1,0,0,1,1
838.5630337604752,0,1,0,1,0,0,0,0,1,1
986.2169985237151,1,1,1,1,0,1,0,0,0,1
17.71136412135457,1,1,1,0,0,0,0,0,1,0
442.5183472402963,0,0,0,0,0,0,0,0,0,1
944.0352687093058,0,1,1,0,1,1,0,0,0,1
5.552140446559777,1,1,1,1,1,0,0,0,0,0
654.2595049791122,0,1,1,0,1,1,0,0,1,1
1979.1791777340186,0,0,1,0,1,0,1,1,0,2
86.96565299968461,1,1,1,1,0,0,0,0,0,0
26.3448418190278,1,1,1,0,1,0,0,0,0,0
41.217526457491715,1,1,1,1,0,0,0,0,0,0
3153.350668411931,0,1,1,1,0,0,1,1,0,2
3686.064259633107,1,1,1,0,1,1,0,1,0,2
3100.640583522081,1,0,0,0,0,1,0,0,1,2
89.48370952881474,1,1,1,1,0,0,0,0,0,0
58.84260535317053,1,1,1,0,1,0,0,0,0,0
3278.918980069775,0,0,1,0,0,1,0,1,1,2
4336.179324441767,0,0,1,1,0,0,1,1,1,2
636.6948445034759,1,0,1,0,0,1,0,0,0,1
39.04065276823915,1,1,1,0,1,0,0,0,0,0
72.15695070482083,1,1,1,1,0,0,0,0,0,0
68.32788811731778,1,1,1,1,1,0,0,0,0,0
1889.7795987468526,1,0,0,1,1,0,0,1,1,2
745.1957580375496,0,0,1,1,1,1,0,0,0,1
857.5076883443398,0,0,1,1,1,1,0,0,1,1
2087.979185111194,1,0,0,1,1,1,1,0,1,2
10.077297339033985,1,1,1,1,0,0,0,0,0,0
974.1666046856909,1,1,1,0,1,1,0,0,0,1
724.0555023385399,1,0,1,0,0,1,0,0,1,1
478.05640262150234,1,1,1,1,0,1,0,0,1,1
2609.250762964025,0,1,0,0,1,1,0,0,0,2
21.51623368699761,1,1,1,0,0,0,0,0,1,0
1455.4888717214333,0,1,0,1,0,1,1,0,1,2
97.11245567117608,1,1,1,1,0,0,0,0,1,0
41.36040958643232,1,1,1,1,0,0,0,0,0,0
1044.814349541787,1,0,1,1,1,1,1,1,1,2
50.5838749580233,1,1,1,0,1,0,0,0,0,0
979.4646159354963,0,1,1,0,0,1,0,0,1,1
30.811474524355525,1,1,1,1,1,0,0,0,0,0
1403.2698481094135,0,1,0,1,1,0,1,1,0,2
119.29587996080193,0,1,0,0,0,0,0,0,0,1
79.16079186244444,1,1,1,1,0,0,0,0,0,0
44.50410654162503,1,1,1,1,1,0,0,0,1,0
66.03977420553952,1,1,1,0,1,0,0,0,0,0
702.010095056756,1,1,1,0,0,1,0,0,1,1
579.1588185042217,1,0,1,0,1,0,0,0,0,1
1784.2254452752945,0,1,0,0,0,0,0,1,0,2
10.523296389535316,1,1,1,1,0,0,0,0,1,0
170.81529124770805,1,1,1,1,0,0,0,0,1,1
3634.8255838506766,0,0,0,1,0,1,1,1,1,2
28.53439258003857,1,1,1,0,0,0,0,0,1,0
4660.314456484049,1,0,1,0,1,0,0,0,0,2
97.75306067286456,1,1,1,0,0,0,0,0,0,0
4774.431851216402,1,0,1,1,1,0,0,1,1,2
8.688725371542063,1,1,1,1,0,0,0,0,0,0
60.559762943373954,1,1,1,1,0,0,0,0,1,0
2905.935771872517,1,1,1,1,0,0,1,1,1,2
4899.231320922637,0,1,1,0,0,0,1,1,0,2
3053.613607280632,0,1,0,1,1,0,0,1,0,2
982.2898654550434,1,1,1,1,1,1,0,0,1,1
2060.224277413229,1,1,1,1,0,1,0,1,0,2
565.3132514980443,1,0,1,0,0,0,0,0,0,1
474.2100114195278,1,0,1,1,0,1,0,0,0,1
2440.001637770997,0,0,1,1,1,0,1,0,1,2
54.359268614425766,1,1,1,1,1,0,0,0,0,0
4234.128617772388,1,0,0,0,0,0,1,1,0,2
254.28898402724627,0,0,1,0,1,1,0,0,1,1
3150.0823298780188,0,0,1,1,1,0,1,1,1,2
4.187565590142688,1,1,1,1,0,0,0,0,0,0
2570.5864008940143,0,0,1,0,1,0,0,0,0,2
338.80822732623983,0,1,1,1,0,0,0,0,1,1
3601.368173646041,1,1,1,1,1,0,0,1,1,2
1421.1011960947317,1,0,0,0,0,1,1,1,1,2
70.32490600322691,1,1,1,0,0,0,0,0,0,0
473.3476047000586,1,1,1,0,1,0,0,0,1,1
17.295770138095783,1,1,1,1,1,0,0,0,0,0
29.734655626410323,1,1,1,0,1,0,0,0,0,0
771.6394551989846,0,1,1,0,1,1,0,0,1,1
591.8515425080948,0,0,1,1,0,0,0,0,0,1
264.2286979893064,0,0,1,0,0,1,0,0,0,1
170.2987198760406,0,1,1,0,1,1,0,0,1,1
22.934126252617062,1,1,1,1,1,0,0,0,0,0
49.30072927584977,1,1,1,0,1,0,0,0,0,0
993.4521576342651,0,0,1,0,1,0,0,0,1,1
4379.394376592412,1,1,1,1,1,1,1,0,0,2
4482.495547409619,1,1,1,0,0,0,0,0,0,2
41.29676876346942,1,1,1,1,1,0,0,0,0,0
85.58413573580816,1,1,1,0,0,0,0,0,1,0
435.10403654684296,1,0,1,0,0,1,0,0,1,1
49.24322993190741,1,1,1,0,1,0,0,0,0,0
75.95855963112857,1,1,1,0,0,0,0,0,1,0
355.5256596979876,0,0,1,1,1,0,0,0,0,1
70.24972724811354,1,1,1,1,1,0,0,0,0,0
33.73689663553938,1,1,1,0,1,0,0,0,1,0
940.1718814449675,0,0,0,0,1,0,0,0,0,1
1893.6262644986596,1,0,0,0,1,1,0,1,0,2
75.55693476445595,1,1,1,0,0,0,0,0,1,0
4281.204178124548,1,1,1,0,1,0,1,0,0,2
659.9778816521198,0,1,0,0,0,0,0,0,0,1
165.41551990236076,1,0,1,0,0,0,0,0,1,1
4603.495361412782,1,1,0,0,1,0,0,0,0,2
294.84151053950563,0,0,1,0,1,1,0,0,1,1
1234.136371784114,0,1,0,1,0,0,0,0,0,2
876.1423460718466,1,1,1,0,0,1,0,0,0,1
32.87848059945128,1,1,1,0,1,0,0,0,0,0
690.7718208067057,0,1,1,1,0,1,0,0,0,1
4836.954746216054,1,0,0,0,1,1,1,0,1,2
3313.484308387311,1,1,0,0,0,0,1,1,0,2
2.1472478516285984,1,1,1,1,1,0,0,0,0,0
65.5282797965257,1,1,1,0,1,0,0,0,1,0
665.4515131586921,0,1,0,1,0,0,0,0,0,1
1084.671578793821,1,0,1,1,0,1,1,0,0,2
786.7174580341007,1,1,1,1,1,1,0,0,1,1
292.56555775671586,1,0,1,0,0,1,0,0,1,1
77.49150049389846,1,1,1,0,0,0,0,0,1,0
568.0809438452509,0,1,1,0,0,1,0,0,1,1
1532.4017443349553,1,1,1,0,1,0,0,0,0,2
3318.6798552213804,0,0,1,0,0,1,1,1,1,2
1364.8662028678114,0,0,0,0,0,1,0,1,0,2
2.7747980144423696,1,1,1,0,0,0,0,0,0,0
344.5646648360335,1,0,1,0,1,1,0,0,1,1
3015.839511152337,0,0,1,1,1,1,1,1,0,2
11.2027456396483,1,1,1,0,0,0,0,0,1,0
4517.20539334697,0,0,1,0,0,1,0,1,0,2
949.8395436899957,0,1,0,1,1,0,0,0,0,1
3866.6903064130674,0,0,0,0,0,0,1,0,1,2
87.94684877248,1,1,1,0,0,0,0,0,1,0
1595.082817075861,0,0,0,0,1,0,0,1,0,2
2730.910776470999,0,0,0,0,0,1,1,1,0,2
1622.053415920755,1,0,1,0,0,0,1,0,1,2
944.7402842152547,1,1,1,1,0,1,0,0,0,1
800.6977229666879,1,0,1,1,1,1,0,0,0,1
84.52185969033579,1,1,1,0,0,0,0,0,0,0
93.48275609638164,1,1,1,0,1,0,0,0,1,0
857.5225912873034,1,1,0,1,0,0,0,0,1,1
649.4555566376373,1,1,1,0,1,0,0,0,0,1
4455.5454918555015,1,0,1,1,0,0,1,1,1,2
4034.205404379495,0,1,1,1,0,0,1,1,0,2
36.06423000189329,1,1,1,0,0,0,0,0,0,0
4046.9963702305713,1,0,1,1,1,1,0,1,0,2
990.5933073653894,1,1,1,1,1,1,0,0,1,1
3402.455901512303,0,1,1,1,0,0,1,0,1,2
644.5027552042297,1,1,1,0,0,1,0,0,0,1
60.137962151375035,1,1,1,0,1,0,0,0,1,0
2658.741396454917,1,0,0,1,1,1,1,0,1,2
4158.780154002823,1,0,1,0,1,0,0,0,1,2
58.36472771088171,1,1,1,1,0,0,0,0,1,0
876.0747129190036,1,1,1,1,1,1,0,0,0,1
7.59107956880205,1,1,1,1,1,0,0,0,1,0
23.422220218179,1,1,1,1,0,0,0,0,1,0
852.868175002821,1,0,1,0,1,1,0,0,0,1
2546.1751352687006,1,1,1,0,0,0,0,0,1,2
926.3725959067606,1,0,0,1,1,0,0,0,1,1
93.38771386524232,1,1,1,1,1,0,0,0,1,0
314.8307242290806,0,0,1,1,1,1,0,0,0,1
4459.325082509204,1,0,0,1,0,1,1,1,1,2
2767.5755489416824,1,1,0,1,0,0,1,1,1,2
2885.8306489597817,0,0,1,1,1,1,1,0,0,2
850.4283779855756,1,0,1,1,1,1,0,0,1,1
48.48325254872009,1,1,1,1,1,0,0,0,0,0
485.2835889624494,1,1,1,1,0,1,0,0,1,1
600.5039873384918,0,0,0,1,1,0,0,0,0,1
305.48815641724843,0,0,1,0,0,1,0,0,0,1
2118.930189922992,1,0,0,0,1,1,1,1,1,2
418.2740768260993,0,1,1,1,0,1,0,0,1,1
3899.9317870157947,0,0,1,0,0,0,0,1,0,2
757.5096433900643,0,1,0,0,0,0,0,0,0,1
846.4601981790422,0,0,1,0,0,0,0,0,1,1
1242.2897269549464,1,0,0,0,0,0,0,1,0,2
571.3285476441781,0,1,1,0,1,0,0,0,0,1
516.9960113916458,0,1,1,1,1,1,0,0,1,1
779.6287451045273,0,1,0,1,1,0,0,0,0,1
2843.4862122332047,1,1,1,1,1,0,1,0,0,2
3751.9711946225343,1,1,0,0,1,1,0,1,1,2
636.347436157634,1,0,0,0,0,0,0,0,0,1
4.543717291426687,1,1,1,1,1,0,0,0,1,0
693.9318657331539,1,0,1,0,1,1,0,0,1,1
65.8602406052391,1,1,1,1,0,0,0,0,0,0
65.1091109444593,1,1,1,1,1,0,0,0,1,0
4645.6300184799375,0,0,1,1,0,1,1,1,0,2
145.51800947110934,0,1,1,1,0,1,0,0,1,1
539.1531183313584,0,0,1,1,0,0,0,0,1,1
4925.158826783608,0,0,0,1,0,1,0,0,1,2
480.80208789620764,0,0,0,0,1,0,0,0,0,1
281.61962320797124,0,0,1,0,0,1,0,0,1,1
464.96903968318236,0,0,0,0,0,0,0,0,0,1
4266.1342289378335,0,1,1,0,1,1,0,0,0,2
107.29084748259021,0,0,1,1,0,1,0,0,0,1
2347.520811770037,0,1,0,0,1,0,1,1,0,2
3170.2887711047633,1,0,1,0,1,1,0,0,1,2
7.626031232037061,1,1,1,0,1,0,0,0,0,0
871.6733619857207,0,1,1,1,0,1,0,0,1,1
4012.401188089737,0,0,1,0,1,1,0,1,1,2
207.32042018733506,1,1,1,1,1,1,0,0,1,1
495.8386640499198,1,0,1,1,0,0,0,0,1,1
4072.550837088188,1,1,0,1,0,0,0,0,0,2
469.3038349021938,1,1,0,0,1,0,0,0,1,1
74.56024566080411,1,1,1,0,0,0,0,0,0,0
5.083944259033658,1,1,1,0,1,0,0,0,0,0
3264.2209638026516,0,1,1,0,0,0,1,1,1,2
875.4078558249608,0,1,1,0,0,1,0,0,1,1
873.8663247240968,0,0,0,0,0,0,0,0,1,1
946.5728957256188,0,1,1,0,1,1,0,0,0,1
2258.6941441270064,1,1,0,0,1,0,1,0,0,2
87.1399322276622,1,1,1,0,0,0,0,0,1,0
3.1977371378814023,1,1,1,1,1,0,0,0,0,0
121.42543893250871,0,1,1,1,0,1,0,0,0,1
199.01911869232896,0,0,1,0,1,0,0,0,0,1
3275.8568540698125,1,1,1,0,0,1,0,1,1,2
546.7279352196763,1,0,1,0,1,0,0,0,0,1
1137.7535342263923,1,1,1,1,1,0,0,1,0,2
3774.347393195845,0,0,0,1,0,1,0,1,0,2
4747.935489506701,0,1,1,0,1,0,0,1,0,2
278.56065632114473,1,1,1,0,0,1,0,0,0,1
26.495463514281013,1,1,1,0,0,0,0,0,1,0
10.985454030469326,1,1,1,0,1,0,0,0,1,0
4873.659766633845,1,1,1,0,0,0,1,0,0,2
80.05596493008444,1,1,1,1,1,0,0,0,0,0
94.65384682651583,1,1,1,0,0,0,0,0,1,0
23.58083288750029,1,1,1,0,0,0,0,0,1,0
4759.424437015866,0,0,0,0,0,1,1,0,1,2
2348.077878465029,0,1,1,1,1,0,0,1,1,2
28.14722738394592,1,1,1,0,0,0,0,0,0,0
86.46814307652684,1,1,1,1,0,0,0,0,1,0
10.380026440975849,1,1,1,1,1,0,0,0,0,0
942.2198483763623,1,0,1,0,1,0,0,0,1,1
560.3676017165863,0,1,1,0,1,1,0,0,0,1
48.911987515660236,1,1,1,0,0,0,0,0,1,0
70.45903421245711,1,1,1,1,0,0,0,0,1,0
13.268207635849944,1,1,1,1,1,0,0,0,0,0
199.66880817206703,0,0,1,0,1,1,0,0,0,1
3250.0500393049033,0,1,1,0,0,1,1,0,0,2
788.5570882290076,1,0,1,0,1,0,0,0,1,1
744.2650139741299,0,1,0,1,0,0,0,0,1,1
830.8299637233945,1,0,1,0,0,1,0,0,1,1
661.9604387249467,0,1,1,0,1,1,0,0,0,1
3646.811753547896,0,1,1,1,0,0,0,0,1,2
97.44281126557678,1,1,1,1,1,0,0,0,1,0
61.39744762072096,1,1,1,1,1,0,0,0,0,0
252.56814429651615,1,1,1,0,0,1,0,0,0,1
195.0244416139852,0,0,1,1,1,1,0,0,1,1
958.8082217287795,0,0,1,0,1,0,0,0,1,1
71.8358017144314,1,1,1,1,0,0,0,0,1,0
60.49521553670051,1,1,1,0,0,0,0,0,0,0
18.81884678629586,1,1,1,1,0,0,0,0,0,0
20.523096939617204,1,1,1,1,0,0,0,0,1,0
2934.819596224608,0,0,0,0,1,0,1,1,0,2
4087.454805370733,1,0,1,0,0,0,0,0,0,2
1207.598445768112,1,0,0,1,0,1,0,1,1,2
640.9691191057534,1,1,1,0,1,1,0,0,1,1
93.58373818455821,1,1,1,0,1,0,0,0,1,0
810.1665845935242,1,0,0,0,0,0,0,0,1,1
1704.1208508693796,0,0,0,1,1,1,0,1,1,2
7.762744076055998,1,1,1,0,0,0,0,0,0,0
12.37511876967779,1,1,1,0,0,0,0,0,0,0
3648.6647971252833,0,0,1,1,1,0,1,1,1,2
588.2012254694862,1,1,1,1,1,1,0,0,0,1
93.58415336074181,1,1,1,1,0,0,0,0,0,0
4007.2507871899015,0,1,0,1,0,1,1,0,0,2
2345.213730798537,1,0,0,0,1,0,0,1,1,2
2322.4591313138408,1,0,0,0,0,1,0,0,0,2
51.7963059316462,1,1,1,1,1,0,0,0,1,0
971.9734019210097,1,1,1,1,0,0,0,0,1,1
1853.1555389265443,0,0,1,1,1,1,1,1,0,2
4613.608386484382,0,0,0,1,0,0,0,0,1,2
727.7491324333851,1,1,0,0,1,0,0,0,0,1
38.219006457564525,1,1,1,0,0,0,0,0,0,0
354.36304535634383,0,1,1,0,1,0,0,0,1,1
4306.004402916243,0,0,1,0,0,0,0,0,1,2
2821.476264184879,0,0,1,1,1,0,1,0,0,2
3748.8632925740467,0,0,0,0,1,0,1,1,0,2
3249.8868294085732,0,0,0,1,1,1,0,1,0,2
69.41984797393502,1,1,1,1,1,0,0,0,0,0
1675.98000958425,1,0,0,0,1,0,1,0,0,2
3228.697094488097,0,0,1,0,1,0,1,1,0,2
66.90112880645283,1,1,1,1,0,0,0,0,0,0
244.64402640235505,1,1,1,0,0,0,0,0,1,1
89.72436291169424,1,1,1,1,1,0,0,0,1,0
533.179340702464,0,0,1,1,0,0,0,0,1,1
4163.863685820807,0,1,0,0,1,1,0,0,0,2
175.42759013844784,0,0,1,0,0,0,0,0,1,1
401.723052130298,1,1,1,1,0,1,0,0,0,1
60.55970798076681,1,1,1,1,0,0,0,0,1,0
85.48017979695271,1,1,1,0,0,0,0,0,0,0
295.4398001419585,0,1,1,0,1,1,0,0,0,1
905.2008618826122,0,1,1,1,0,1,0,0,1,1
169.16451567511078,0,0,1,0,1,0,0,0,0,1
1535.9722231201454,0,0,1,1,0,0,0,0,0,2
50.25147549341736,1,1,1,1,0,0,0,0,1,0
52.402116177884956,1,1,1,1,1,0,0,0,1,0
665.5027287687884,0,1,1,0,0,1,0,0,0,1
545.4204442989944,0,1,0,1,0,0,0,0,0,1
929.6609495930064,0,1,1,0,0,1,0,0,1,1
52.26041162737369,1,1,1,1,1,0,0,0,0,0
766.7284282594698,1,0,0,1,1,0,0,0,1,1
89.60755206038735,1,1,1,0,0,0,0,0,0,0
2546.7969728125217,1,1,1,1,0,1,1,1,0,2
81.04438771755233,1,1,1,1,0,0,0,0,0,0
2656.2745256356793,1,1,1,0,0,0,0,1,1,2
83.30640768093859,1,1,1,0,1,0,0,0,0,0
63.36822030385048,1,1,1,1,1,0,0,0,0,0
2.1913636047839073,1,1,1,1,1,0,0,0,1,0
4997.106111019689,1,1,1,1,0,0,0,0,1,2
63.46813034682424,1,1,1,1,0,0,0,0,1,0
76.58449397522268,1,1,1,0,1,0,0,0,0,0
696.5227777381623,1,1,0,0,0,0,0,0,0,1
4182.872448688387,0,0,1,1,1,1,0,1,0,2
27.815413295603257,1,1,1,0,0,0,0,0,1,0
1672.0792730107216,1,0,0,1,0,0,0,1,0,2
2492.905240639159,1,0,1,1,1,0,1,1,1,2
4833.402668499941,0,1,0,1,1,0,0,1,1,2
3506.7633420024085,1,0,0,0,0,0,1,1,0,2
31.909875783305246,1,1,1,0,1,0,0,0,1,0
69.56467782296792,1,1,1,1,0,0,0,0,1,0
62.50069184823822,1,1,1,0,1,0,0,0,1,0
66.16852054064753,1,1,1,0,1,0,0,0,1,0
63.23917778502909,1,1,1,1,1,0,0,0,0,0
734.4072180593165,0,0,1,1,1,1,0,0,0,1
1000.7894474006451,0,1,1,0,0,1,1,0,1,2
87.0945250075321,1,1,1,0,0,0,0,0,0,0
225.79449498414505,1,1,1,0,0,0,0,0,0,1
177.85834204577276,0,1,1,0,1,1,0,0,1,1
3441.55261807607,0,0,1,1,1,0,1,0,1,2
383.71476556091903,0,0,0,1,0,0,0,0,0,1
453.6499954360239,1,0,1,1,0,1,0,0,0,1
7.143582918942855,1,1,1,0,0,0,0,0,0,0
59.66853145130959,1,1,1,0,0,0,0,0,0,0
95.35541499325454,1,1,1,1,0,0,0,0,0,0
533.7168119524019,0,1,1,0,0,0,0,0,1,1
4.5818674491132985,1,1,1,0,1,0,0,0,0,0
750.7309877657161,0,1,1,0,0,0,0,0,1,1
266.0815456629797,0,0,1,1,0,1,0,0,1,1
61.588967609969,1,1,1,1,0,0,0,0,1,0
3.989024494026844,1,1,1,1,0,0,0,0,0,0
3.138692883997971,1,1,1,1,0,0,0,0,0,0
19.283568357027963,1,1,1,0,1,0,0,0,1,0
2025.858602597021,1,1,1,0,1,1,1,0,0,2
